estados,Precio,land_area,build_area,bedrooms,bathrooms,half_bathrooms,garages,Publicacion,Pisos
DISTRITO FEDERAL,2500000,95,95,2,2,0,2,22,1
DISTRITO FEDERAL,22000000,426,581,3,3,1,6,5,1
DISTRITO FEDERAL,6290000,469,420,3,4,0,4,5,1
DISTRITO FEDERAL,14500000,732,463,3,3,1,5,44,1
DISTRITO FEDERAL,1330000,70,97,2,1,0,1,6,1
DISTRITO FEDERAL,5000000,200,282,3,2,0,2,42,1
DISTRITO FEDERAL,9800000,214,380,3,6,1,3,8,3
DISTRITO FEDERAL,1030000,84,72,2,1,1,1,6,1
DISTRITO FEDERAL,16000000,1142,600,3,5,0,5,20,1
DISTRITO FEDERAL,5500000,125,175,3,2,1,2,34,1
DISTRITO FEDERAL,6000000,210,177,4,3,0,3,53,2
DISTRITO FEDERAL,1848000,160,160,4,3,0,2,14,2
DISTRITO FEDERAL,17800000,442,334,3,3,1,3,11,1
DISTRITO FEDERAL,5480000,243,249,3,3,0,4,21,1
DISTRITO FEDERAL,11000000,485,400,3,3,1,7,31,2
DISTRITO FEDERAL,6400000,418,333,4,3,1,2,25,2
DISTRITO FEDERAL,23000000,849,600,3,4,1,6,2,1
DISTRITO FEDERAL,14000000,240,400,3,4,0,3,23,3
DISTRITO FEDERAL,25000000,760,764,3,3,0,6,11,1
DISTRITO FEDERAL,2390000,134,200,4,4,0,3,15,1
DISTRITO FEDERAL,26000000,690,473,3,3,1,3,2,2
DISTRITO FEDERAL,9500000,380,380,2,2,1,2,13,2
DISTRITO FEDERAL,14700000,405,200,3,2,1,4,21,2
DISTRITO FEDERAL,12000000,813,614,3,4,2,5,22,1
DISTRITO FEDERAL,7200000,1000,380,3,5,0,3,44,1
DISTRITO FEDERAL,16600000,928,537,4,5,2,6,9,1
DISTRITO FEDERAL,4175000,220,220,3,4,1,3,18,1
DISTRITO FEDERAL,22500000,808,995,5,5,2,7,5,1
DISTRITO FEDERAL,27000000,535,409,3,3,1,5,17,1
DISTRITO FEDERAL,13900000,1060,1060,5,3,0,3,26,1
DISTRITO FEDERAL,15500000,576,520,3,3,1,6,4,3
DISTRITO FEDERAL,1220000,90,120,3,2,0,2,6,3
DISTRITO FEDERAL,6950000,500,350,3,3,2,4,19,2
DISTRITO FEDERAL,2750000,142,139,3,2,0,2,14,2
DISTRITO FEDERAL,7300000,180,330,3,2,1,2,51,2
DISTRITO FEDERAL,1975060,192,192,3,3,0,3,40,1
DISTRITO FEDERAL,2450000,180,130,3,1,0,2,39,1
DISTRITO FEDERAL,14000000,250,380,3,3,1,4,0,3
DISTRITO FEDERAL,9250000,288,392,3,5,1,3,26,2
DISTRITO FEDERAL,2740000,240,240,4,2,1,2,10,1
DISTRITO FEDERAL,383410,100,90,2,1,1,1,51,1
DISTRITO FEDERAL,4600000,143,311,4,3,2,2,4,1
DISTRITO FEDERAL,4847688,180,180,3,2,1,2,17,1
DISTRITO FEDERAL,16000000,450,650,3,3,0,3,28,1
DISTRITO FEDERAL,8900000,143,410,3,3,1,3,5,1
DISTRITO FEDERAL,9250000,220,345,3,3,2,3,36,1
DISTRITO FEDERAL,2000000,96,232,3,2,1,2,4,3
DISTRITO FEDERAL,6800000,216,245,3,3,2,2,47,3
DISTRITO FEDERAL,19500000,1000,850,4,4,2,4,16,3
DISTRITO FEDERAL,4335000,304,304,4,4,5,2,47,1
DISTRITO FEDERAL,9200000,483,280,4,3,0,2,34,1
DISTRITO FEDERAL,5100000,300,252,4,3,0,4,43,1
DISTRITO FEDERAL,2084666,260,260,3,3,1,3,55,1
DISTRITO FEDERAL,6200000,200,274,4,2,1,1,36,2
DISTRITO FEDERAL,6500000,594,310,3,5,2,2,5,2
DISTRITO FEDERAL,2385900,120,141,4,1,1,2,6,2
DISTRITO FEDERAL,28000000,1092,591,4,3,1,0,2,2
DISTRITO FEDERAL,1700000,182,220,4,2,1,0,8,1
DISTRITO FEDERAL,2108000,110,110,4,2,0,2,56,1
DISTRITO FEDERAL,1400000,120,136,2,1,0,0,5,2
DISTRITO FEDERAL,6491333,426,426,4,4,0,4,54,1
DISTRITO FEDERAL,1800000,137,204,2,1,1,1,14,2
DISTRITO FEDERAL,7240000,300,258,3,3,0,2,18,1
DISTRITO FEDERAL,920000,180,160,4,2,0,2,30,1
DISTRITO FEDERAL,3000000,250,350,4,2,0,10,33,1
DISTRITO FEDERAL,21000000,669,480,3,3,2,4,32,1
DISTRITO FEDERAL,4868100,304,304,4,3,1,3,15,1
DISTRITO FEDERAL,17000000,380,400,3,3,1,4,17,1
DISTRITO FEDERAL,6271000,279,500,3,2,1,1,35,1
DISTRITO FEDERAL,2278000,150,180,3,2,0,1,36,1
DISTRITO FEDERAL,3400000,118,180,3,1,1,1,38,1
DISTRITO FEDERAL,4950000,240,240,3,3,1,4,18,1
DISTRITO FEDERAL,2200000,164,86,2,2,0,2,0,1
DISTRITO FEDERAL,23000000,1080,1060,3,6,0,10,5,2
DISTRITO FEDERAL,1596000,100,100,3,1,1,1,8,2
DISTRITO FEDERAL,1850500,195,195,3,2,1,2,53,1
DISTRITO FEDERAL,13500000,511,555,3,3,1,7,10,2
DISTRITO FEDERAL,3000000,367,367,6,0,0,6,13,3
DISTRITO FEDERAL,10200000,481,550,4,4,3,3,6,3
DISTRITO FEDERAL,3550000,200,310,4,2,1,2,52,1
DISTRITO FEDERAL,30000000,500,859,5,6,1,10,20,1
DISTRITO FEDERAL,4200000,140,180,3,2,1,2,26,2
DISTRITO FEDERAL,5077600,190,308,4,2,1,1,6,3
DISTRITO FEDERAL,2700000,204,272,4,1,0,3,36,1
DISTRITO FEDERAL,2036197,211,260,3,2,0,1,6,1
DISTRITO FEDERAL,5450000,177,391,6,5,0,4,0,2
DISTRITO FEDERAL,4700000,155,256,3,3,3,0,4,1
DISTRITO FEDERAL,4991000,126,175,3,2,0,0,5,1
DISTRITO FEDERAL,17500000,1597,438,3,3,1,4,50,1
DISTRITO FEDERAL,6650000,188,573,5,6,0,5,55,1
DISTRITO FEDERAL,3950000,135,205,3,3,1,2,4,1
DISTRITO FEDERAL,18000000,1400,450,4,2,1,8,22,2
DISTRITO FEDERAL,6600000,204,250,4,2,1,1,9,2
DISTRITO FEDERAL,2949000,160,272,3,2,1,2,17,2
DISTRITO FEDERAL,1129000,120,80,3,1,0,1,18,1
DISTRITO FEDERAL,1915000,160,300,3,2,1,1,50,1
DISTRITO FEDERAL,2949770,159,185,3,1,0,0,24,1
DISTRITO FEDERAL,31000000,275,275,4,4,2,5,51,1
DISTRITO FEDERAL,18000000,650,710,3,3,1,5,6,1
DISTRITO FEDERAL,2870000,200,200,4,3,1,2,2,1
DISTRITO FEDERAL,6780000,526,306,4,3,1,3,4,1
DISTRITO FEDERAL,8800000,216,235,3,3,1,0,5,1
DISTRITO FEDERAL,19000000,2604,400,4,3,1,2,0,1
DISTRITO FEDERAL,4000000,123,175,4,3,0,1,17,1
DISTRITO FEDERAL,16500000,1200,500,3,4,1,10,2,1
DISTRITO FEDERAL,1621333,181,181,3,3,1,2,52,1
DISTRITO FEDERAL,5820000,239,136,3,1,1,0,15,1
DISTRITO FEDERAL,2300000,217,80,1,0,0,0,5,1
DISTRITO FEDERAL,25000000,1070,840,3,4,2,4,18,2
DISTRITO FEDERAL,980352,188,188,3,3,0,3,52,1
DISTRITO FEDERAL,30000000,799,450,4,4,1,3,44,1
DISTRITO FEDERAL,6500000,162,208,3,2,1,2,25,1
DISTRITO FEDERAL,7990000,160,295,3,3,2,3,42,3
DISTRITO FEDERAL,3900000,162,206,3,2,0,3,55,1
DISTRITO FEDERAL,2858000,223,223,3,2,0,1,41,1
DISTRITO FEDERAL,3480000,300,280,3,2,1,2,56,2
DISTRITO FEDERAL,6698666,378,453,3,4,1,3,5,1
DISTRITO FEDERAL,11000000,202,494,3,3,1,3,23,1
DISTRITO FEDERAL,2666000,231,231,4,3,0,2,40,1
DISTRITO FEDERAL,4335000,304,304,4,4,1,2,55,1
DISTRITO FEDERAL,4760000,125,300,4,2,1,2,10,1
DISTRITO FEDERAL,12500000,520,297,5,4,0,6,0,1
DISTRITO FEDERAL,4250000,250,315,4,2,0,3,55,1
DISTRITO FEDERAL,5300000,350,120,5,4,0,1,20,1
DISTRITO FEDERAL,15250000,1133,395,4,3,1,8,33,1
DISTRITO FEDERAL,17300000,950,550,3,3,0,6,19,1
DISTRITO FEDERAL,2300000,200,200,3,2,1,2,6,1
DISTRITO FEDERAL,2172000,231,325,3,3,1,1,0,1
DISTRITO FEDERAL,22000000,420,630,3,4,1,4,22,2
DISTRITO FEDERAL,12199000,878,397,3,3,1,5,27,2
DISTRITO FEDERAL,650000,63,63,1,0,0,0,5,1
DISTRITO FEDERAL,508478,66,58,2,1,0,0,15,1
DISTRITO FEDERAL,2500000,250,385,4,2,1,2,4,1
DISTRITO FEDERAL,2529000,153,210,4,3,0,3,15,1
DISTRITO FEDERAL,1500000,150,280,5,2,1,3,4,1
DISTRITO FEDERAL,10700000,200,520,3,2,1,5,35,1
DISTRITO FEDERAL,17000000,725,600,4,4,1,2,6,2
DISTRITO FEDERAL,20000000,511,511,3,2,1,5,6,2
DISTRITO FEDERAL,7500000,304,419,5,5,0,3,24,1
DISTRITO FEDERAL,15500000,680,540,4,6,0,2,26,1
DISTRITO FEDERAL,4290000,180,260,5,4,0,3,4,2
DISTRITO FEDERAL,29900000,705,705,3,5,1,6,27,4
DISTRITO FEDERAL,3556000,186,186,4,2,1,1,2,2
DISTRITO FEDERAL,3500000,264,235,5,2,0,3,51,1
DISTRITO FEDERAL,2079000,187,187,3,2,1,2,36,1
DISTRITO FEDERAL,970000,65,65,2,1,0,1,9,1
DISTRITO FEDERAL,6514520,465,988,4,2,0,0,23,1
DISTRITO FEDERAL,6904475,519,250,5,3,0,4,19,1
DISTRITO FEDERAL,15500000,270,270,3,3,1,2,26,1
DISTRITO FEDERAL,1883587,197,200,4,3,0,3,11,1
DISTRITO FEDERAL,4614000,165,350,5,4,0,0,0,1
DISTRITO FEDERAL,991000,100,100,3,1,1,1,3,1
DISTRITO FEDERAL,4300000,160,140,3,2,1,2,9,3
DISTRITO FEDERAL,5243820,881,900,4,3,0,2,15,1
DISTRITO FEDERAL,6800000,180,275,4,3,1,2,35,1
DISTRITO FEDERAL,2250000,153,153,4,2,0,1,5,1
DISTRITO FEDERAL,2098347,137,330,3,2,1,2,17,1
DISTRITO FEDERAL,1892666,200,200,1,2,0,0,5,1
DISTRITO FEDERAL,18850000,460,750,1,0,0,0,52,1
DISTRITO FEDERAL,5150000,398,328,4,2,1,5,17,2
DISTRITO FEDERAL,5400000,143,210,4,2,1,2,23,2
DISTRITO FEDERAL,2200000,214,184,3,1,1,1,14,2
DISTRITO FEDERAL,4300000,300,300,3,2,1,3,7,2
DISTRITO FEDERAL,1210000,110,110,3,2,0,2,30,1
DISTRITO FEDERAL,1520000,225,110,3,1,1,1,8,1
DISTRITO FEDERAL,14950000,340,340,4,2,1,3,23,1
DISTRITO FEDERAL,23000000,308,450,4,5,1,4,39,1
DISTRITO FEDERAL,5245000,262,280,3,3,1,3,13,2
DISTRITO FEDERAL,27000000,800,1050,4,4,2,6,9,1
DISTRITO FEDERAL,660000,105,153,3,2,1,2,26,2
DISTRITO FEDERAL,4847688,192,154,4,2,1,1,8,2
DISTRITO FEDERAL,17500000,524,550,3,3,0,0,0,1
DISTRITO FEDERAL,3400000,136,270,3,1,1,2,6,2
DISTRITO FEDERAL,3750000,88,166,3,3,0,2,44,1
DISTRITO FEDERAL,14800000,1220,600,6,5,3,10,38,3
DISTRITO FEDERAL,2600000,156,220,3,2,0,1,5,2
DISTRITO FEDERAL,32500000,1000,1000,4,4,1,6,23,1
DISTRITO FEDERAL,958000,149,149,3,2,1,2,36,1
DISTRITO FEDERAL,3100000,206,206,1,0,0,0,49,1
DISTRITO FEDERAL,14500000,730,450,4,3,1,7,7,1
DISTRITO FEDERAL,1800000,119,212,4,2,1,2,7,1
DISTRITO FEDERAL,9000000,350,280,3,2,0,3,33,2
DISTRITO FEDERAL,8500000,240,350,4,3,2,2,52,3
DISTRITO FEDERAL,32500000,1000,1000,4,4,1,6,4,2
DISTRITO FEDERAL,2771666,120,120,3,2,1,2,11,2
DISTRITO FEDERAL,2680000,150,270,2,0,0,0,16,1
DISTRITO FEDERAL,15200000,500,480,3,3,1,3,8,2
DISTRITO FEDERAL,2750000,312,160,4,0,3,2,29,2
DISTRITO FEDERAL,4100000,243,170,5,4,0,4,0,1
DISTRITO FEDERAL,1819000,172,200,1,0,0,0,37,1
DISTRITO FEDERAL,12000000,500,499,3,3,0,8,25,1
DISTRITO FEDERAL,14500000,375,375,3,3,1,3,43,1
DISTRITO FEDERAL,22600000,628,484,6,5,1,6,0,1
DISTRITO FEDERAL,4700000,300,300,4,3,0,3,9,1
DISTRITO FEDERAL,1800000,165,320,4,2,0,3,22,1
DISTRITO FEDERAL,20000000,800,660,4,5,2,7,37,2
DISTRITO FEDERAL,19000000,610,750,4,3,1,6,14,2
DISTRITO FEDERAL,8700000,155,155,3,2,0,0,31,2
DISTRITO FEDERAL,8500000,376,376,3,3,1,6,29,1
DISTRITO FEDERAL,18000000,353,283,3,5,0,2,14,1
DISTRITO FEDERAL,4180000,208,380,3,2,0,2,5,3
DISTRITO FEDERAL,18500000,524,550,3,3,1,4,0,1
DISTRITO FEDERAL,3000000,414,265,3,2,0,1,14,1
DISTRITO FEDERAL,4335000,304,304,4,4,1,2,41,1
DISTRITO FEDERAL,23500000,879,625,3,5,1,3,2,1
DISTRITO FEDERAL,17300000,625,800,3,4,2,4,7,2
DISTRITO FEDERAL,2775080,167,280,3,2,0,1,5,2
DISTRITO FEDERAL,5300000,198,648,1,0,0,5,18,1
DISTRITO FEDERAL,19700000,600,590,3,4,0,4,6,1
DISTRITO FEDERAL,27000000,725,700,3,3,0,4,7,1
DISTRITO FEDERAL,11990000,260,225,4,3,0,2,36,2
DISTRITO FEDERAL,6500000,178,307,5,3,0,2,7,1
DISTRITO FEDERAL,10500000,300,250,4,3,1,3,22,3
DISTRITO FEDERAL,3500000,142,200,4,3,0,2,20,1
DISTRITO FEDERAL,11900000,310,532,4,2,0,3,52,1
DISTRITO FEDERAL,4700000,310,310,4,3,2,4,17,1
DISTRITO FEDERAL,2090000,200,130,3,2,0,2,49,1
DISTRITO FEDERAL,15200000,500,550,3,3,0,0,5,1
DISTRITO FEDERAL,2500000,180,293,4,2,1,0,11,2
DISTRITO FEDERAL,29980000,427,560,3,3,0,0,57,1
DISTRITO FEDERAL,2740000,200,180,3,2,1,2,6,1
DISTRITO FEDERAL,4350000,250,400,4,3,0,0,43,1
DISTRITO FEDERAL,16000000,281,389,4,4,1,3,32,2
DISTRITO FEDERAL,17400000,304,678,3,2,1,6,26,2
DISTRITO FEDERAL,3200000,375,118,3,2,0,2,5,2
DISTRITO FEDERAL,1610000,154,420,3,2,1,3,41,1
DISTRITO FEDERAL,5250000,250,278,4,4,1,3,37,2
DISTRITO FEDERAL,1873000,150,120,2,1,0,0,15,1
DISTRITO FEDERAL,13600000,340,340,3,3,1,3,32,2
DISTRITO FEDERAL,5250000,74,180,4,3,1,3,0,1
DISTRITO FEDERAL,1200000,75,75,2,1,0,1,59,1
DISTRITO FEDERAL,1350000,120,120,3,1,0,2,26,2
DISTRITO FEDERAL,4500000,224,279,3,2,0,4,59,1
DISTRITO FEDERAL,2650000,300,200,6,4,0,2,6,1
DISTRITO FEDERAL,4350000,230,230,4,3,1,2,14,2
DISTRITO FEDERAL,1350000,164,170,3,1,1,2,7,2
DISTRITO FEDERAL,2860000,180,180,3,2,0,2,4,1
DISTRITO FEDERAL,886666,114,114,2,2,0,1,40,1
DISTRITO FEDERAL,25900000,700,750,5,5,1,5,10,1
DISTRITO FEDERAL,5450000,161,280,4,3,1,2,23,1
DISTRITO FEDERAL,2556666,117,180,3,2,0,1,36,1
DISTRITO FEDERAL,30000000,1100,1000,3,3,1,5,6,2
DISTRITO FEDERAL,5150000,244,244,4,4,1,2,5,3
DISTRITO FEDERAL,16600000,900,730,3,6,0,5,46,1
DISTRITO FEDERAL,979560,98,120,3,1,1,1,37,1
DISTRITO FEDERAL,3950000,90,170,3,2,0,2,42,1
DISTRITO FEDERAL,2700000,112,180,5,2,0,2,0,1
DISTRITO FEDERAL,30000000,1950,880,3,3,1,4,2,2
DISTRITO FEDERAL,2100000,114,78,3,1,0,1,19,1
DISTRITO FEDERAL,1265000,67,122,2,1,0,0,8,1
DISTRITO FEDERAL,8900000,410,410,3,3,2,3,25,3
DISTRITO FEDERAL,4760000,126,230,4,2,2,2,10,3
DISTRITO FEDERAL,3600000,200,260,3,2,0,1,55,1
DISTRITO FEDERAL,4600000,250,170,3,2,1,2,25,2
DISTRITO FEDERAL,22000000,160,346,3,2,2,1,3,3
DISTRITO FEDERAL,12995000,361,375,3,3,1,5,2,2
DISTRITO FEDERAL,3715000,192,195,3,2,1,2,2,1
DISTRITO FEDERAL,15800000,389,575,4,7,0,4,18,2
DISTRITO FEDERAL,8350000,340,270,3,5,0,5,4,1
DISTRITO FEDERAL,3306600,200,360,1,0,0,0,4,1
DISTRITO FEDERAL,4100000,270,150,4,2,0,3,0,2
DISTRITO FEDERAL,4750000,230,230,3,2,0,2,39,2
DISTRITO FEDERAL,4280000,146,134,3,3,0,2,39,3
DISTRITO FEDERAL,1022000,159,159,3,1,1,2,3,1
DISTRITO FEDERAL,8400000,240,194,3,2,1,2,29,3
DISTRITO FEDERAL,5800000,180,350,4,3,1,1,2,3
DISTRITO FEDERAL,4102800,130,250,4,3,1,0,0,1
DISTRITO FEDERAL,3950000,125,125,3,2,0,1,24,1
DISTRITO FEDERAL,6800000,189,440,6,5,0,0,25,1
DISTRITO FEDERAL,1200000,55,55,2,1,0,0,12,1
DISTRITO FEDERAL,4615000,300,300,3,3,1,3,0,1
DISTRITO FEDERAL,1300000,125,125,3,1,0,1,17,1
DISTRITO FEDERAL,1000000,72,67,2,1,1,1,6,2
DISTRITO FEDERAL,10000000,380,800,5,7,2,2,8,1
DISTRITO FEDERAL,20000000,2700,350,3,3,1,3,0,2
DISTRITO FEDERAL,1474000,540,350,4,2,0,0,4,1
DISTRITO FEDERAL,15000000,678,580,3,3,1,4,35,2
DISTRITO FEDERAL,1544102,110,330,4,2,1,1,5,1
DISTRITO FEDERAL,1650000,200,200,4,3,0,2,18,1
DISTRITO FEDERAL,4200000,204,204,3,3,1,0,0,1
DISTRITO FEDERAL,3440000,150,200,3,2,1,2,6,1
DISTRITO FEDERAL,2300000,121,300,1,1,1,2,5,3
DISTRITO FEDERAL,5300000,180,340,6,3,0,4,44,3
DISTRITO FEDERAL,11300000,236,301,3,2,1,3,46,1
DISTRITO FEDERAL,15500000,650,540,6,5,0,5,2,1
DISTRITO FEDERAL,8000000,210,176,3,3,0,2,36,1
DISTRITO FEDERAL,1553333,224,298,4,3,0,2,10,1
DISTRITO FEDERAL,24000000,750,630,3,3,1,5,32,2
DISTRITO FEDERAL,8334750,255,255,3,3,2,3,4,1
DISTRITO FEDERAL,16500000,410,410,4,4,2,3,50,1
DISTRITO FEDERAL,3650000,172,235,5,2,0,2,5,1
DISTRITO FEDERAL,4071600,120,86,3,2,1,1,5,1
DISTRITO FEDERAL,1339289,300,131,3,2,0,0,6,1
DISTRITO FEDERAL,2900000,695,142,2,1,0,0,14,1
DISTRITO FEDERAL,29000000,1050,680,3,4,0,4,31,1
DISTRITO FEDERAL,450000,56,56,2,1,0,0,14,1
DISTRITO FEDERAL,10500000,180,320,3,3,1,3,49,2
DISTRITO FEDERAL,1440000,175,175,4,3,0,2,45,1
DISTRITO FEDERAL,14000000,1250,800,5,5,2,4,30,2
DISTRITO FEDERAL,10800000,533,332,1,0,0,0,6,1
DISTRITO FEDERAL,5790000,164,164,4,2,1,2,7,2
DISTRITO FEDERAL,6200000,91,200,3,2,1,2,7,3
DISTRITO FEDERAL,4150000,200,110,3,2,1,2,49,3
DISTRITO FEDERAL,3600000,200,350,6,3,1,3,14,3
DISTRITO FEDERAL,7950000,285,408,4,6,0,5,16,1
DISTRITO FEDERAL,16000000,300,450,6,5,1,2,7,3
DISTRITO FEDERAL,27600000,1000,700,3,3,4,5,29,2
DISTRITO FEDERAL,1450000,1088,59,2,1,0,0,14,1
DISTRITO FEDERAL,5200000,203,231,4,2,1,0,5,1
DISTRITO FEDERAL,2068000,320,258,3,1,1,2,11,3
DISTRITO FEDERAL,10800000,620,600,4,4,1,3,36,2
DISTRITO FEDERAL,3200000,785,785,2,2,0,2,11,1
DISTRITO FEDERAL,6100000,183,240,4,2,1,2,6,1
DISTRITO FEDERAL,2100000,120,120,3,2,1,3,2,1
DISTRITO FEDERAL,2500000,144,100,2,1,0,2,4,1
DISTRITO FEDERAL,3000000,450,172,3,2,0,2,4,1
DISTRITO FEDERAL,6800000,274,327,5,4,0,3,40,2
DISTRITO FEDERAL,21000000,665,477,3,6,1,5,15,2
DISTRITO FEDERAL,26000000,180,421,3,3,0,2,35,1
DISTRITO FEDERAL,18000000,514,514,3,3,2,4,24,1
DISTRITO FEDERAL,15000000,900,400,4,2,0,10,0,1
DISTRITO FEDERAL,1342350,209,200,3,2,0,1,15,1
DISTRITO FEDERAL,24000000,522,1047,3,3,1,4,10,4
DISTRITO FEDERAL,5950000,327,275,4,3,0,4,14,2
DISTRITO FEDERAL,26000000,690,474,3,3,1,4,33,2
DISTRITO FEDERAL,17500000,588,550,3,3,1,4,5,2
DISTRITO FEDERAL,32000000,820,550,4,4,1,6,43,2
DISTRITO FEDERAL,2153800,205,205,3,3,1,3,52,1
DISTRITO FEDERAL,1200000,135,135,3,3,0,3,12,1
DISTRITO FEDERAL,15300000,420,575,5,6,1,4,6,3
DISTRITO FEDERAL,28500000,1200,780,6,5,1,10,25,1
DISTRITO FEDERAL,20000000,1387,659,5,4,2,8,0,2
DISTRITO FEDERAL,3900000,158,229,3,2,0,3,54,1
DISTRITO FEDERAL,1596000,100,100,3,2,0,1,40,1
DISTRITO FEDERAL,5592000,193,297,1,3,0,1,49,1
DISTRITO FEDERAL,1980666,194,408,4,3,1,2,0,3
DISTRITO FEDERAL,28000000,602,650,2,2,1,5,7,1
DISTRITO FEDERAL,29900000,642,747,4,5,1,6,21,3
DISTRITO FEDERAL,496640,81,81,2,1,0,0,15,1
DISTRITO FEDERAL,2443430,265,250,3,2,0,2,25,1
DISTRITO FEDERAL,7100000,879,550,3,3,0,10,31,1
DISTRITO FEDERAL,3459500,148,365,4,3,0,2,57,1
DISTRITO FEDERAL,4200000,285,285,4,2,1,2,40,2
DISTRITO FEDERAL,4500000,360,346,3,2,0,5,22,1
DISTRITO FEDERAL,1985000,200,300,3,2,1,3,7,1
DISTRITO FEDERAL,1300000,100,100,2,1,0,0,21,1
DISTRITO FEDERAL,2175710,170,170,3,1,0,0,15,1
DISTRITO FEDERAL,7500000,824,824,3,4,0,3,20,1
DISTRITO FEDERAL,22000000,600,600,3,2,1,4,40,1
DISTRITO FEDERAL,5400000,400,380,4,3,1,2,4,1
DISTRITO FEDERAL,26000000,920,911,3,3,1,6,26,3
DISTRITO FEDERAL,10350000,1577,607,4,4,0,0,26,2
DISTRITO FEDERAL,2250000,229,300,3,2,0,0,6,1
DISTRITO FEDERAL,12600000,200,400,3,2,1,2,18,1
DISTRITO FEDERAL,1922000,235,235,3,3,0,2,10,1
DISTRITO FEDERAL,15000000,409,298,4,4,1,3,2,2
DISTRITO FEDERAL,3500000,200,228,4,3,0,3,55,1
DISTRITO FEDERAL,5990000,182,274,4,3,0,3,54,1
DISTRITO FEDERAL,4600000,744,240,3,3,0,3,0,2
DISTRITO FEDERAL,19490000,760,682,4,5,1,4,46,4
DISTRITO FEDERAL,1170000,120,120,3,2,0,2,8,1
DISTRITO FEDERAL,3360000,280,280,3,3,1,3,15,1
DISTRITO FEDERAL,970000,100,90,3,2,0,2,30,1
DISTRITO FEDERAL,4000000,228,228,1,2,0,1,35,1
DISTRITO FEDERAL,3600000,125,175,3,2,1,2,57,2
DISTRITO FEDERAL,5420000,305,370,3,1,0,0,5,1
DISTRITO FEDERAL,30000000,1000,1000,4,5,1,8,2,3
DISTRITO FEDERAL,12800000,500,576,3,3,1,5,50,1
DISTRITO FEDERAL,4200000,499,210,3,2,0,3,12,1
DISTRITO FEDERAL,10981080,600,519,3,2,1,4,14,2
DISTRITO FEDERAL,983580,136,136,2,1,0,0,15,1
DISTRITO FEDERAL,19000000,513,756,4,5,0,3,56,1
DISTRITO FEDERAL,1985000,195,300,2,1,0,0,35,1
DISTRITO FEDERAL,15500000,650,650,4,3,2,4,23,2
DISTRITO FEDERAL,14900000,179,300,3,3,1,2,0,2
DISTRITO FEDERAL,22000000,650,650,4,4,0,6,6,1
DISTRITO FEDERAL,6500000,158,325,4,5,1,2,27,4
DISTRITO FEDERAL,19000000,523,426,3,2,0,6,5,2
DISTRITO FEDERAL,1300000,100,150,3,2,0,0,6,1
DISTRITO FEDERAL,1040000,84,72,2,1,0,0,7,1
DISTRITO FEDERAL,19500000,360,452,5,3,1,3,2,2
DISTRITO FEDERAL,3320000,426,426,6,3,0,2,7,1
DISTRITO FEDERAL,6450000,239,290,3,3,1,2,29,3
DISTRITO FEDERAL,5900000,182,182,3,3,1,2,3,1
DISTRITO FEDERAL,3900000,326,326,4,3,0,3,24,1
DISTRITO FEDERAL,2570386,320,320,3,3,1,3,56,1
DISTRITO FEDERAL,11270333,298,298,3,2,1,2,55,1
DISTRITO FEDERAL,1250000,151,280,4,3,0,2,13,1
DISTRITO FEDERAL,5750000,109,253,1,3,1,3,30,3
DISTRITO FEDERAL,4200000,202,298,3,4,0,3,52,1
DISTRITO FEDERAL,4690000,200,110,3,2,1,2,3,1
DISTRITO FEDERAL,19200000,680,700,4,4,1,4,5,2
DISTRITO FEDERAL,11000000,291,291,3,4,1,4,26,2
DISTRITO FEDERAL,3630710,373,247,3,2,0,0,57,1
DISTRITO FEDERAL,1250000,180,300,7,4,0,3,2,2
DISTRITO FEDERAL,10500000,200,250,3,4,1,2,17,3
DISTRITO FEDERAL,15200000,500,480,3,3,1,4,6,1
DISTRITO FEDERAL,30000000,1890,900,1,0,0,0,12,2
DISTRITO FEDERAL,1020000,78,78,3,1,0,2,2,1
DISTRITO FEDERAL,9900000,500,580,4,6,1,8,3,1
DISTRITO FEDERAL,2220000,150,230,3,3,1,2,0,1
DISTRITO FEDERAL,15000000,400,125,2,2,1,4,29,2
DISTRITO FEDERAL,15200000,500,480,3,3,1,4,6,2
DISTRITO FEDERAL,9450000,1050,430,4,2,2,4,5,1
DISTRITO FEDERAL,13500000,350,350,3,2,1,4,31,1
DISTRITO FEDERAL,6950600,200,139,3,3,1,2,10,1
DISTRITO FEDERAL,4694000,278,278,4,3,1,2,51,1
DISTRITO FEDERAL,21000000,680,450,3,3,2,5,12,1
DISTRITO FEDERAL,2081620,161,161,3,1,0,0,23,1
DISTRITO FEDERAL,26500000,830,551,1,0,0,0,5,1
DISTRITO FEDERAL,3350000,225,350,3,2,1,2,17,1
DISTRITO FEDERAL,2723000,124,255,3,1,0,0,41,1
DISTRITO FEDERAL,2075000,100,100,3,1,0,0,14,2
DISTRITO FEDERAL,15500000,240,331,3,4,0,3,25,1
DISTRITO FEDERAL,1949000,105,105,3,2,0,1,11,1
DISTRITO FEDERAL,5600000,281,281,4,5,0,4,35,1
DISTRITO FEDERAL,4566666,215,389,4,3,1,2,4,1
DISTRITO FEDERAL,5500000,122,300,5,3,1,0,6,1
DISTRITO FEDERAL,5500000,215,241,3,3,1,2,29,2
DISTRITO FEDERAL,4590000,200,175,4,3,0,2,46,1
DISTRITO FEDERAL,3692000,280,280,3,2,1,2,6,1
DISTRITO FEDERAL,3150000,180,180,4,3,1,2,10,3
